Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,team,season
"Monday, May 27",SDP,Home,MIA,W,2.0,1.0,9.0,29-28,2.0,5.0,Morejón,Puk,Suarez,2:34,D,38745.0,.95,2,,SD,2024
"Tuesday, May 28",SDP,Home,MIA,W,4.0,0.0,9.0,30-28,2.0,5.5,Waldron,Luzardo,None,2:01,N,41032.0,1.02,3,,SD,2024
"Wednesday, May 29",SDP,Home,MIA,L,1.0,9.0,9.0,30-29,2.0,6.5,Garrett,Darvish,None,2:48,D,32227.0,1.02,-1,,SD,2024
"Friday, May 31",SDP,@,KCR,W,11.0,8.0,9.0,31-29,2.0,5.5,Matsui,Schreiber,Suarez,3:01,N,30006.0,.99,1,,SD,2024
"Saturday, Jun 1",SDP,@,KCR,W,7.0,3.0,9.0,32-29,2.0,5.5,Vásquez,Marsh,None,2:36,D,25266.0,1.07,2,,SD,2024
"Sunday, Jun 2",SDP,@,KCR,L-wo,3.0,4.0,9.0,32-30,2.0,6.5,Klein,Matsui,None,2:39,D,21825.0,1.06,-1,,SD,2024
"Monday, Jun 3",SDP,@,LAA,L,1.0,2.0,9.0,32-31,2.0,7.0,Strickland,Morejón,Estévez,2:17,N,32683.0,.98,-2,,SD,2024
"Tuesday, Jun 4",SDP,@,LAA,L,2.0,4.0,9.0,32-32,2.0,7.0,Moore,Matsui,Estévez,2:29,N,33947.0,.97,-3,,SD,2024
"Wednesday, Jun 5",SDP,@,LAA,L,2.0,3.0,9.0,32-33,2.0,7.0,Soriano,Cease,Moore,2:18,N,31960.0,.97,-4,,SD,2024
"Thursday, Jun 6",SDP,Home,ARI,L,3.0,4.0,9.0,32-34,2.0,8.0,Ginkel,Estrada,Sewald,2:51,N,39963.0,.98,-5,,SD,2024
"Friday, Jun 7",SDP,Home,ARI,W,10.0,3.0,9.0,33-34,2.0,8.0,King,Pfaadt,None,2:59,N,40341.0,.96,1,,SD,2024
"Saturday, Jun 8",SDP,Home,ARI,W,13.0,1.0,9.0,34-34,2.0,8.0,Waldron,Nelson,None,2:49,N,42636.0,.95,2,,SD,2024
"Sunday, Jun 9",SDP,Home,ARI,L,3.0,9.0,9.0,34-35,2.0,8.0,Henry,Mazur,None,3:01,D,41979.0,.93,-1,,SD,2024
"Monday, Jun 10",SDP,Home,OAK,W,6.0,1.0,9.0,35-35,2.0,7.5,Cease,Estes,None,2:52,N,38822.0,.89,1,,SD,2024
"Tuesday, Jun 11",SDP,Home,OAK,W-wo,4.0,3.0,9.0,36-35,2.0,7.5,Suarez,Alexander,None,2:40,N,41945.0,.92,2,,SD,2024
"Wednesday, Jun 12",SDP,Home,OAK,W-wo,5.0,4.0,9.0,37-35,2.0,6.5,Suarez,Miller,None,2:43,D,35688.0,1.00,3,,SD,2024
"Friday, Jun 14",SDP,@,NYM,L,1.0,2.0,9.0,37-36,2.0,7.0,Manaea,Waldron,Díaz,2:32,N,22850.0,1.08,-1,,SD,2024
"Saturday, Jun 15",SDP,@,NYM,L,1.0,5.0,9.0,37-37,2.0,7.0,Quintana,Mazur,None,2:34,D,37031.0,1.05,-2,,SD,2024
"Sunday, Jun 16",SDP,@,NYM,L,6.0,11.0,9.0,37-38,2.0,8.0,Megill,Cease,None,3:11,D,31454.0,.98,-3,,SD,2024
"Monday, Jun 17",SDP,@,PHI,L,2.0,9.0,9.0,37-39,3.0,9.0,Sánchez,Vásquez,None,2:31,N,43134.0,.87,-4,,SD,2024
"Tuesday, Jun 18",SDP,@,PHI,L-wo,3.0,4.0,9.0,37-40,4.0,10.0,Hoffman,Suarez,None,2:51,N,43021.0,.79,-5,,SD,2024
"Wednesday, Jun 19",SDP,@,PHI,W,5.0,2.0,9.0,38-40,2.0,9.0,Waldron,Kerkering,Suarez,2:37,D,44445.0,.70,1,,SD,2024
"Thursday, Jun 20",SDP,Home,MIL,W-wo,7.0,6.0,9.0,39-40,2.0,9.0,Estrada,Payamps,None,3:01,N,42644.0,.85,2,,SD,2024
"Friday, Jun 21",SDP,Home,MIL,W,9.0,5.0,9.0,40-40,2.0,8.0,Kolek,Milner,De Los Santos,3:11,N,41282.0,.90,3,,SD,2024
"Saturday, Jun 22",SDP,Home,MIL,W,6.0,4.0,9.0,41-40,2.0,8.0,Vásquez,Rodriguez,Suarez,2:40,D,39658.0,.96,4,,SD,2024
"Sunday, Jun 23",SDP,Home,MIL,L,2.0,6.0,9.0,41-41,2.0,8.5,Myers,King,None,2:32,D,42048.0,1.05,-1,,SD,2024
"Monday, Jun 24",SDP,Home,WSN,W-wo,7.0,6.0,10.0,42-41,2.0,8.5,Peralta,Harvey,None,2:59,N,39164.0,.95,1,,SD,2024
"Tuesday, Jun 25",SDP,Home,WSN,W,9.0,7.0,9.0,43-41,2.0,8.5,Mazur,Gore,Suarez,2:46,N,40825.0,.99,2,,SD,2024
"Wednesday, Jun 26",SDP,Home,WSN,W,8.0,5.0,9.0,44-41,2.0,8.5,Cease,Herz,None,2:28,D,37397.0,1.04,3,,SD,2024
"Friday, Jun 28",SDP,@,BOS,W,9.0,2.0,9.0,45-41,2.0,7.5,Kolek,Pivetta,None,2:49,N,33540.0,.96,4,,SD,2024
"Saturday, Jun 29",SDP,@,BOS,W,11.0,1.0,9.0,46-41,2.0,7.5,King,Houck,None,2:35,D,33003.0,1.03,5,,SD,2024
"Sunday, Jun 30",SDP,@,BOS,L,1.0,4.0,9.0,46-42,2.0,7.5,Winckowski,Waldron,Jansen,2:28,D,30665.0,1.04,-1,,SD,2024
"Tuesday, Jul 2",SDP,@,TEX,L,0.0,7.0,9.0,46-43,2.0,8.5,Eovaldi,Cease,None,2:20,N,33965.0,1.05,-2,,SD,2024
"Wednesday, Jul 3",SDP,@,TEX,W,6.0,4.0,9.0,47-43,2.0,7.5,Morejón,Dunning,Suarez,3:07,N,37859.0,1.00,1,,SD,2024
"Thursday, Jul 4",SDP,@,TEX,W,3.0,1.0,9.0,48-43,2.0,6.5,King,Scherzer,Suarez,2:28,D,38607.0,1.03,2,,SD,2024
"Friday, Jul 5",SDP,Home,ARI,W-wo,10.0,8.0,9.0,49-43,2.0,6.5,Kolek,Sewald,None,2:58,N,47171.0,1.24,3,,SD,2024
"Saturday, Jul 6",SDP,Home,ARI,L,5.0,7.0,10.0,49-44,2.0,7.5,Thompson,Peralta,Castellanos,3:33,N,44761.0,1.24,-1,,SD,2024
"Sunday, Jul 7",SDP,Home,ARI,L,1.0,9.0,9.0,49-45,2.0,7.5,Nelson,Cease,None,2:41,D,41112.0,1.22,-2,,SD,2024
"Tuesday, Jul 9",SDP,Home,SEA,L,3.0,8.0,9.0,49-46,2.0,7.5,Gilbert,Mazur,None,2:35,N,43123.0,1.04,-3,,SD,2024
"Wednesday, Jul 10",SDP,Home,SEA,L,0.0,2.0,9.0,49-47,2.0,7.5,Miller,King,Muñoz,2:38,D,39611.0,1.03,-4,,SD,2024
"Friday, Jul 12",SDP,Home,ATL,L,1.0,6.0,9.0,49-48,2.0,8.0,Schwellenbach,Waldron,None,2:12,N,44390.0,1.13,-5,,SD,2024
"Saturday, Jul 13",SDP,Home,ATL,W,4.0,0.0,9.0,50-48,2.0,7.0,Cease,López,None,2:32,D,43097.0,1.03,1,,SD,2024
"Sunday, Jul 14",SDP,Home,ATL,L,3.0,6.0,9.0,50-49,2.0,7.0,Sale,Vásquez,Iglesias,2:35,D,42132.0,1.12,-1,,SD,2024
"Friday, Jul 19",SDP,@,CLE,L,0.0,7.0,9.0,50-50,3.0,8.0,Bibee,Waldron,None,3:01,N,37242.0,.96,-2,,SD,2024
"Saturday, Jul 20",SDP,@,CLE,W,7.0,0.0,9.0,51-50,3.0,8.0,Cease,Williams,None,2:35,N,37485.0,.88,1,,SD,2024
"Sunday, Jul 21",SDP,@,CLE,W,2.0,1.0,9.0,52-50,2.0,8.0,King,Lively,Suarez,2:33,D,30491.0,.92,2,,SD,2024
"Tuesday, Jul 23",SDP,@,WSN,W,4.0,0.0,9.0,53-50,2.0,8.5,Vásquez,Herz,None,2:15,N,20749.0,1.02,3,,SD,2024
"Wednesday, Jul 24",SDP,@,WSN,W,12.0,3.0,9.0,54-50,2.0,7.5,Waldron,Parker,None,2:47,N,23323.0,1.06,4,,SD,2024
"Thursday, Jul 25",SDP,@,WSN,W,3.0,0.0,9.0,55-50,2.0,7.5,Cease,Corbin,None,2:06,D,20755.0,1.15,5,,SD,2024
"Friday, Jul 26",SDP,@,BAL,W,6.0,4.0,9.0,56-50,2.0,6.5,Suarez,Kimbrel,None,2:52,N,43692.0,1.09,6,,SD,2024
"Saturday, Jul 27",SDP,@,BAL,W,9.0,4.0,9.0,57-50,2.0,5.5,King,Kremer,None,2:46,D,30008.0,1.23,7,,SD,2024
"Sunday, Jul 28",SDP,@,BAL,L,6.0,8.0,9.0,57-51,2.0,6.5,Pérez,Vásquez,Cano,3:19,D,38411.0,1.29,-1,,SD,2024
"Tuesday, Jul 30",SDP,Home,LAD,W-wo,6.0,5.0,10.0,58-51,2.0,5.5,Suarez,Vesia,None,2:48,N,47559.0,1.41,1,,SD,2024
"Wednesday, Jul 31",SDP,Home,LAD,W,8.0,1.0,9.0,59-51,2.0,4.5,Cease,Kershaw,None,2:35,N,46997.0,1.53,2,,SD,2024
"Friday, Aug 2",SDP,Home,COL,L,2.0,5.0,9.0,59-52,3.0,4.5,Gomber,Estrada,Vodnik,2:35,N,44393.0,1.43,-1,,SD,2024
"Saturday, Aug 3",SDP,Home,COL,W,3.0,2.0,9.0,60-52,2.0,4.5,Adam,Lambert,Suarez,1:59,N,44029.0,1.41,1,,SD,2024
"Sunday, Aug 4",SDP,Home,COL,W,10.0,2.0,9.0,61-52,2.0,4.5,Waldron,Quantrill,None,2:44,D,41828.0,1.43,2,,SD,2024
"Tuesday, Aug 6",SDP,@,PIT,W,6.0,0.0,9.0,62-52,2.0,4.0,Hoeing,Woodford,None,2:37,N,17814.0,1.49,3,,SD,2024
"Wednesday, Aug 7",SDP,@,PIT,W,9.0,8.0,10.0,63-52,2.0,3.0,Scott,Holderman,Morejón,3:56,N,21528.0,1.53,4,,SD,2024
"Thursday, Aug 8",SDP,@,PIT,W,7.0,6.0,9.0,64-52,2.0,2.5,Adam,Bednar,Suarez,3:01,D,19952.0,1.61,5,,SD,2024
"Friday, Aug 9",SDP,@,MIA,W,6.0,2.0,10.0,65-52,2.0,2.5,Adam,de Geus,None,2:35,N,12721.0,1.52,6,,SD,2024
"Saturday, Aug 10",SDP,@,MIA,W,9.0,8.0,10.0,66-52,2.0,2.5,Suarez,McMillon,Scott,3:39,D,20223.0,1.48,7,,SD,2024
"Sunday, Aug 11",SDP,@,MIA,L,6.0,7.0,9.0,66-53,2.0,3.5,Meyer,Cease,Soriano,2:40,D,15699.0,1.48,-1,,SD,2024
"Monday, Aug 12",SDP,Home,PIT,W,2.0,1.0,9.0,67-53,2.0,3.5,Estrada,Woodford,Suarez,2:25,N,45393.0,1.43,1,,SD,2024
"Tuesday, Aug 13",SDP,Home,PIT,W,3.0,0.0,9.0,68-53,2.0,3.5,King,Ortiz,Suarez,2:30,N,42949.0,1.35,2,,SD,2024
"Wednesday, Aug 14",SDP,Home,PIT,W,8.0,2.0,9.0,69-53,2.0,2.5,Pérez,Keller,None,2:25,D,39770.0,1.27,3,,SD,2024
"Friday, Aug 16",SDP,@,COL,L,3.0,7.0,9.0,69-54,2.0,3.0,Quantrill,Waldron,None,2:41,N,33054.0,1.35,-1,,SD,2024
"Saturday, Aug 17",SDP,@,COL,W,8.0,3.0,9.0,70-54,2.0,2.0,Cease,Freeland,None,2:35,N,47483.0,1.29,1,,SD,2024
"Sunday, Aug 18",SDP,@,COL,L,2.0,3.0,9.0,70-55,2.0,3.0,Chivilli,Hoeing,Vodnik,2:55,D,26027.0,1.39,-1,,SD,2024
"Monday, Aug 19",SDP,Home,MIN,W,5.0,3.0,9.0,71-55,2.0,3.0,King,Matthews,Suarez,2:15,N,40220.0,1.32,1,,SD,2024
"Tuesday, Aug 20",SDP,Home,MIN,W,7.0,5.0,9.0,72-55,2.0,3.0,Scott,Okert,Suarez,2:26,N,39143.0,1.33,2,,SD,2024
"Wednesday, Aug 21",SDP,Home,MIN,L,4.0,11.0,9.0,72-56,2.0,4.0,Woods Richardson,Waldron,None,2:55,D,36589.0,1.25,-1,,SD,2024
"Thursday, Aug 22",SDP,Home,NYM,L,3.0,8.0,9.0,72-57,3.0,4.5,Severino,Cease,None,2:57,N,41673.0,1.28,-2,,SD,2024
"Friday, Aug 23",SDP,Home,NYM,W,7.0,0.0,9.0,73-57,3.0,4.5,Musgrove,Blackburn,None,2:34,N,40556.0,1.39,1,,SD,2024
"Saturday, Aug 24",SDP,Home,NYM,L,1.0,7.0,9.0,73-58,3.0,4.5,Peterson,King,None,2:25,N,42284.0,1.26,-1,,SD,2024
"Sunday, Aug 25",SDP,Home,NYM,W-wo,3.0,2.0,9.0,74-58,3.0,4.5,Suarez,Díaz,None,2:46,D,41870.0,1.37,1,,SD,2024
"Monday, Aug 26",SDP,@,STL,W,7.0,4.0,9.0,75-58,3.0,4.0,Vásquez,Gibson,None,2:54,N,28697.0,1.14,2,,SD,2024
"Tuesday, Aug 27",SDP,@,STL,W,7.0,5.0,9.0,76-58,2.0,3.0,Matsui,King,Scott,2:52,N,27224.0,1.13,3,,SD,2024
"Wednesday, Aug 28",SDP,@,STL,L-wo,3.0,4.0,9.0,76-59,3.0,4.0,Helsley,Suarez,None,3:00,N,30999.0,1.29,-1,,SD,2024
"Thursday, Aug 29",SDP,@,STL,L,1.0,4.0,9.0,76-60,3.0,5.0,Gray,King,Helsley,2:40,D,26553.0,1.18,-2,,SD,2024
"Friday, Aug 30",SDP,@,TBR,W,13.0,5.0,9.0,77-60,2.0,5.0,Pérez,Bradley,None,3:26,N,17547.0,1.11,1,,SD,2024
"Saturday, Aug 31",SDP,@,TBR,L,4.0,11.0,9.0,77-61,2.0,6.0,Baz,Vásquez,None,2:37,D,16600.0,1.12,-1,,SD,2024
"Sunday, Sep 1",SDP,@,TBR,W,4.0,3.0,9.0,78-61,2.0,5.0,Scott,Rodríguez,Suarez,3:12,D,17494.0,1.09,1,,SD,2024
"Monday, Sep 2",SDP,Home,DET,W,3.0,0.0,9.0,79-61,2.0,5.0,Musgrove,Hanifee,Suarez,2:18,D,44957.0,1.15,2,,SD,2024
"Wednesday, Sep 4",SDP,Home,DET,W-wo,6.0,5.0,10.0,80-61,2.0,4.5,Estrada,Foley,None,3:23,N,41669.0,1.04,3,,SD,2024
"Thursday, Sep 5",SDP,Home,DET,L,3.0,4.0,9.0,80-62,2.0,5.0,Vanasco,Suarez,Holton,2:23,N,40221.0,1.19,-1,,SD,2024
"Friday, Sep 6",SDP,Home,SFG,W,5.0,1.0,9.0,81-62,2.0,4.0,King,Black,None,2:33,N,42595.0,1.12,1,,SD,2024
"Saturday, Sep 7",SDP,Home,SFG,L,3.0,6.0,9.0,81-63,2.0,5.0,Webb,Cease,Walker,2:25,N,43318.0,1.29,-1,,SD,2024
"Sunday, Sep 8",SDP,Home,SFG,L,6.0,7.0,9.0,81-64,2.0,6.0,Miller,Musgrove,Walker,2:49,D,42996.0,1.18,-2,,SD,2024
"Tuesday, Sep 10",SDP,@,SEA,W,7.0,3.0,9.0,82-64,2.0,4.5,Darvish,Kirby,Suarez,2:57,N,25012.0,1.20,1,,SD,2024
"Wednesday, Sep 11",SDP,@,SEA,L,2.0,5.0,9.0,82-65,3.0,5.5,Woo,King,Muñoz,2:32,N,21129.0,1.28,-1,,SD,2024
"Friday, Sep 13",SDP,@,SFG,W,5.0,0.0,9.0,83-65,2.0,4.5,Cease,Webb,None,2:33,N,39798.0,1.18,1,,SD,2024
"Saturday, Sep 14",SDP,@,SFG,W,8.0,0.0,9.0,84-65,2.0,3.5,Musgrove,Black,None,2:33,N,31243.0,1.28,2,,SD,2024
"Sunday, Sep 15",SDP,@,SFG,W,4.0,3.0,10.0,85-65,2.0,3.5,Suarez,Doval,Morejón,2:42,D,33043.0,1.35,3,,SD,2024
"Monday, Sep 16",SDP,Home,HOU,W,3.0,1.0,9.0,86-65,2.0,3.5,Darvish,Arrighetti,Suarez,2:44,N,44443.0,1.21,4,,SD,2024
"Tuesday, Sep 17",SDP,Home,HOU,L,3.0,4.0,10.0,86-66,2.0,3.5,Hader,Morejón,Neris,3:15,N,44553.0,1.08,-1,,SD,2024
"Wednesday, Sep 18",SDP,Home,HOU,W,4.0,0.0,9.0,87-66,2.0,3.5,Cease,Valdez,Scott,2:06,D,42883.0,1.10,1,,SD,2024
"Friday, Sep 20",SDP,Home,CHW,W-wo,3.0,2.0,10.0,88-66,2.0,4.0,Morejón,Anderson,None,2:53,N,45790.0,1.08,2,,SD,2024
"Saturday, Sep 21",SDP,Home,CHW,W,6.0,2.0,9.0,89-66,2.0,3.0,Pérez,Flexen,Scott,2:38,N,45360.0,.89,3,,SD,2024
"Sunday, Sep 22",SDP,Home,CHW,W,4.0,2.0,9.0,90-66,2.0,3.0,Estrada,Ellard,Suarez,2:24,D,45197.0,1.28,4,,SD,2024
"Tuesday, Sep 24",SDP,@,LAD,W,4.0,2.0,9.0,91-66,2.0,2.0,King,Knack,Suarez,2:44,N,50369.0,2.15,5,,SD,2024
"Wednesday, Sep 25",SDP,@,LAD,L,3.0,4.0,9.0,91-67,2.0,3.0,Vesia,Estrada,Kopech,2:47,N,52310.0,3.38,-1,,SD,2024
"Thursday, Sep 26",SDP,@,LAD,L,2.0,7.0,9.0,91-68,2.0,4.0,Banda,Scott,None,2:29,N,52433.0,1.54,-2,,SD,2024
"Friday, Sep 27",SDP,@,ARI,W,5.0,3.0,9.0,92-68,2.0,4.0,Darvish,Kelly,Suarez,2:54,N,43310.0,.63,1,,SD,2024
"Saturday, Sep 28",SDP,@,ARI,W,5.0,0.0,9.0,93-68,2.0,4.0,Peralta,Puk,None,2:31,N,42915.0,.07,2,,SD,2024
"Sunday, Sep 29",SDP,@,ARI,L,2.0,11.0,9.0,93-69,2.0,5.0,Pfaadt,Pérez,Nelson,2:41,D,38892.0,.05,-1,,SD,2024
"Thursday, Mar 28",SFG,@,SDP,L,4.0,6.0,9.0,0-1,4.0,1.0,Matsui,Jackson,Suarez,2:34,D,44953.0,1.01,-1,,SF,2024
"Friday, Mar 29",SFG,@,SDP,W,8.0,3.0,9.0,1-1,3.0,1.0,Harrison,Musgrove,None,2:25,N,45427.0,.97,1,,SF,2024
"Saturday, Mar 30",SFG,@,SDP,W,9.0,6.0,9.0,2-1,1.0,Tied,Hicks,Cease,None,3:04,D,37104.0,1.04,2,,SF,2024
"Sunday, Mar 31",SFG,@,SDP,L,4.0,13.0,9.0,2-2,3.0,1.0,Avila,Jefferies,None,2:43,D,34499.0,1.06,-1,,SF,2024
"Monday, Apr 1",SFG,@,LAD,L,3.0,8.0,9.0,2-3,3.0,2.0,Paxton,Winn,None,2:38,N,49044.0,1.03,-2,,SF,2024
"Tuesday, Apr 2",SFG,@,LAD,L,4.0,5.0,9.0,2-4,3.0,3.0,Yarbrough,Webb,Phillips,2:57,N,49365.0,1.00,-3,,SF,2024
"Wednesday, Apr 3",SFG,@,LAD,L,4.0,5.0,9.0,2-5,4.0,4.0,Glasnow,Harrison,Lamet,2:25,N,52746.0,.97,-4,,SF,2024
"Friday, Apr 5",SFG,Home,SDP,W-wo,3.0,2.0,9.0,3-5,3.0,3.0,Doval,De Los Santos,None,2:25,D,40645.0,.90,1,,SF,2024
"Saturday, Apr 6",SFG,Home,SDP,L,0.0,4.0,9.0,3-6,4.0,4.0,King,Winn,None,2:10,N,40114.0,.96,-1,,SF,2024
"Sunday, Apr 7",SFG,Home,SDP,W,3.0,2.0,9.0,4-6,2.0,3.0,Walker,Brito,Doval,2:16,D,40149.0,.87,1,,SF,2024
"Monday, Apr 8",SFG,Home,WSN,L,1.0,8.0,9.0,4-7,3.0,4.0,Williams,Snell,None,2:48,N,25582.0,.91,-1,,SF,2024
"Tuesday, Apr 9",SFG,Home,WSN,L,3.0,5.0,9.0,4-8,4.0,5.0,Weems,Walker,Finnegan,2:41,N,24380.0,.88,-2,,SF,2024
"Wednesday, Apr 10",SFG,Home,WSN,W,7.0,1.0,9.0,5-8,4.0,4.0,Hicks,Corbin,None,2:07,D,25558.0,.77,1,,SF,2024
"Friday, Apr 12",SFG,@,TBR,L,1.0,2.0,9.0,5-9,4.0,4.0,Cleavinger,Winn,Fairbanks,2:32,N,15146.0,.81,-1,,SF,2024
"Saturday, Apr 13",SFG,@,TBR,W,11.0,2.0,9.0,6-9,4.0,4.0,Webb,Pepiot,None,2:27,D,17411.0,.74,1,,SF,2024
"Sunday, Apr 14",SFG,@,TBR,L,4.0,9.0,9.0,6-10,4.0,4.0,Alexander,Snell,None,2:20,D,19470.0,.79,-1,,SF,2024
"Monday, Apr 15",SFG,@,MIA,W,4.0,3.0,9.0,7-10,4.0,3.0,Harrison,Soriano,Doval,2:36,N,8290.0,.76,1,,SF,2024
"Tuesday, Apr 16",SFG,@,MIA,L,3.0,6.0,9.0,7-11,4.0,4.0,Weathers,Walker,Scott,2:41,N,8076.0,.80,-1,,SF,2024
"Wednesday, Apr 17",SFG,@,MIA,W,3.0,1.0,9.0,8-11,4.0,3.0,Winn,Cronin,Doval,2:24,D,8179.0,.77,1,,SF,2024
"Thursday, Apr 18",SFG,Home,ARI,W,5.0,0.0,9.0,9-11,3.0,2.5,Webb,Allen,None,2:12,N,26896.0,.89,2,,SF,2024
"Friday, Apr 19",SFG,Home,ARI,L,1.0,17.0,9.0,9-12,4.0,2.5,Montgomery,Snell,None,3:00,N,33921.0,.93,-1,,SF,2024
"Saturday, Apr 20",SFG,Home,ARI,W,7.0,3.0,9.0,10-12,3.0,1.5,Walker,Gallen,None,2:34,D,31063.0,.94,1,,SF,2024
"Sunday, Apr 21",SFG,Home,ARI,L,3.0,5.0,9.0,10-13,4.0,2.5,Cecconi,Miller,Ginkel,2:40,D,35922.0,.98,-1,,SF,2024
"Monday, Apr 22",SFG,Home,NYM,W,5.0,2.0,9.0,11-13,3.0,2.0,Winn,Quintana,None,2:25,N,24138.0,.85,1,,SF,2024
"Tuesday, Apr 23",SFG,Home,NYM,W,5.0,1.0,9.0,12-13,3.0,2.0,Webb,Severino,Doval,2:10,N,25453.0,.89,2,,SF,2024
"Wednesday, Apr 24",SFG,Home,NYM,L,2.0,8.0,9.0,12-14,3.0,3.0,Garrett,Hjelle,None,2:50,D,30183.0,.91,-1,,SF,2024
"Friday, Apr 26",SFG,Home,PIT,W-wo,3.0,0.0,9.0,13-14,2.0,3.5,Doval,Bednar,None,2:23,N,37110.0,.89,1,,SF,2024
"Saturday, Apr 27",SFG,Home,PIT,L,3.0,4.0,10.0,13-15,2.0,4.5,Stratton,Rogers,Bednar,2:46,N,34841.0,.90,-1,,SF,2024
"Sunday, Apr 28",SFG,Home,PIT,W,3.0,2.0,9.0,14-15,2.0,3.5,Winn,Jones,Doval,2:23,D,36380.0,.85,1,,SF,2024
"Tuesday, Apr 30",SFG,@,BOS,L,0.0,4.0,9.0,14-16,2.0,4.0,Criswell,Webb,None,2:32,N,30027.0,.86,-1,,SF,2024
"Wednesday, May 1",SFG,@,BOS,L,2.0,6.0,9.0,14-17,3.0,5.0,Crawford,Jefferies,None,2:14,N,30787.0,.83,-2,,SF,2024
"Thursday, May 2",SFG,@,BOS,W,3.0,1.0,9.0,15-17,2.0,4.5,Walker,Kelly,Doval,2:21,D,30065.0,.78,1,,SF,2024
"Friday, May 3",SFG,@,PHI,L,3.0,4.0,9.0,15-18,3.0,5.5,Strahm,Hicks,Alvarado,3:00,N,40888.0,.85,-1,,SF,2024
"Saturday, May 4",SFG,@,PHI,L,3.0,14.0,9.0,15-19,3.0,6.5,Suárez,Winn,None,3:01,N,42610.0,.88,-2,,SF,2024
"Sunday, May 5",SFG,@,PHI,L,4.0,5.0,9.0,15-20,3.0,7.5,Walker,Webb,Alvarado,2:45,N,41058.0,.75,-3,,SF,2024
"Monday, May 6",SFG,@,PHI,L,1.0,6.0,9.0,15-21,4.0,8.5,Wheeler,Black,None,2:23,D,33408.0,.69,-4,,SF,2024
"Tuesday, May 7",SFG,@,COL,W,5.0,0.0,9.0,16-21,4.0,8.5,Harrison,Hudson,None,2:31,N,21259.0,.64,1,,SF,2024
"Wednesday, May 8",SFG,@,COL,W,8.0,6.0,9.0,17-21,4.0,8.5,Hicks,Lambert,None,2:46,N,20532.0,.70,2,,SF,2024
"Thursday, May 9",SFG,@,COL,L,1.0,9.0,9.0,17-22,4.0,9.0,Quantrill,Winn,None,2:20,D,23870.0,.70,-1,,SF,2024
"Friday, May 10",SFG,Home,CIN,L,2.0,4.0,9.0,17-23,4.0,9.0,Abbott,Webb,Díaz,2:30,N,32867.0,.67,-2,,SF,2024
"Saturday, May 11",SFG,Home,CIN,W,5.0,1.0,9.0,18-23,4.0,9.0,Rogers,Lodolo,None,2:35,D,37321.0,.61,1,,SF,2024
"Sunday, May 12",SFG,Home,CIN,W-wo,6.0,5.0,10.0,19-23,4.0,8.0,Jackson,Pagán,None,3:13,D,36210.0,.64,2,,SF,2024
"Monday, May 13",SFG,Home,LAD,L,4.0,6.0,10.0,19-24,4.0,9.0,Treinen,Rogers,Feyereisen,2:55,N,35033.0,.80,-1,,SF,2024
"Tuesday, May 14",SFG,Home,LAD,L,2.0,10.0,9.0,19-25,4.0,10.0,Stone,Winn,None,2:36,N,33575.0,.75,-2,,SF,2024
"Wednesday, May 15",SFG,Home,LAD,W,4.0,1.0,9.0,20-25,4.0,9.0,Webb,Hernández,Doval,2:23,N,36027.0,.67,1,,SF,2024
"Friday, May 17",SFG,Home,COL,W,10.0,5.0,9.0,21-25,4.0,8.5,Hjelle,Feltner,None,3:01,N,32025.0,.64,2,,SF,2024
"Saturday, May 18",SFG,Home,COL,W,14.0,4.0,9.0,22-25,3.0,8.5,Harrison,Blach,None,2:47,D,31098.0,.72,3,,SF,2024
"Sunday, May 19",SFG,Home,COL,W,4.0,1.0,9.0,23-25,3.0,8.5,Hicks,Hudson,Doval,2:26,D,34766.0,.75,4,,SF,2024
"Tuesday, May 21",SFG,@,PIT,L-wo,6.0,7.0,10.0,23-26,3.0,9.0,Bednar,Miller,None,3:03,N,12652.0,.84,-1,,SF,2024
"Wednesday, May 22",SFG,@,PIT,W,9.0,5.0,10.0,24-26,3.0,8.0,Walker,Mlodzinski,None,3:23,N,13830.0,.81,1,,SF,2024
"Thursday, May 23",SFG,@,PIT,W,7.0,6.0,9.0,25-26,3.0,7.5,Jackson,Stratton,Rogers,2:45,D,23162.0,.87,2,,SF,2024
"Friday, May 24",SFG,@,NYM,W,8.0,7.0,9.0,26-26,2.0,6.5,Avila,Garrett,Doval,2:45,N,26658.0,.90,3,,SF,2024
"Saturday, May 25",SFG,@,NYM,W,7.0,2.0,10.0,27-26,2.0,5.5,Jackson,Reid-Foley,None,3:03,D,32971.0,.93,4,,SF,2024
"Sunday, May 26",SFG,@,NYM,L-wo,3.0,4.0,9.0,27-27,2.0,5.5,Houser,Rogers,None,2:17,D,41016.0,1.02,-1,,SF,2024
"Monday, May 27",SFG,Home,PHI,W,8.0,4.0,9.0,28-27,2.0,5.0,Rodríguez,Walker,None,2:44,D,40598.0,.96,1,,SF,2024
"Tuesday, May 28",SFG,Home,PHI,W-wo,1.0,0.0,10.0,29-27,2.0,5.5,Hjelle,Strahm,None,2:32,N,34655.0,1.01,2,,SF,2024
"Wednesday, May 29",SFG,Home,PHI,L,1.0,6.0,9.0,29-28,2.0,6.5,Sánchez,Harrison,None,2:38,D,31763.0,1.05,-1,,SF,2024
